	AnimalID	Name	DateTime	OutcomeType	AnimalType	SexuponOutcome	AgeuponOutcome	Breed	Color	HasName	TimeofDay	WeekDay	Sex	IsIntact	AgeInYears	Age	IsMixBreed	MixorMultipleorSimple	SimpleBreed	Group	Size	IsMixColor	SimpleColor
7686	A701020	Domino	2015-07-03 16:07:00	Adoption	Dog	Neutered Male	3 years	Miniature Poodle Mix	Black	1	lateday	4	Male	0.0	3.0	1	1	Mix	Miniature Poodle	NonSporting	1	0	Black
7687	A683032	Kayro	2014-07-06 16:06:00	Return_to_owner	Dog	Neutered Male	3 years	Doberman Pinsch Mix	Chocolate/Tan	1	lateday	6	Male	0.0	3.0	1	1	Mix	Doberman Pinsch	Working	1	1	Chocolate
7688	A702854	Nameless	2015-05-21 14:13:00	Transfer	Dog	Intact Male	2 years	Chihuahua Shorthair Mix	Black/White	0	midday	3	Male	1.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Black
7689	A702186	Silky Coco	2015-06-11 19:15:00	Adoption	Dog	Spayed Female	4 years	Chihuahua Shorthair Mix	Tricolor	1	lateday	3	Female	0.0	4.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Tricolor
7690	A687788	Pepe	2014-09-12 17:41:00	Adoption	Dog	Neutered Male	3 months	Dachshund	Tricolor	1	lateday	4	Male	0.0	0.25	0	0	Simple	Dachshund	Hound	0	0	Tricolor
7691	A667384	Nameless	2013-11-21 18:23:00	Adoption	Dog	Spayed Female	2 months	Pit Bull Mix	White/Tan	0	lateday	3	Female	0.0	0.16666666666666666	0	1	Mix	Pit Bull	PitBull	1	1	White
7692	A706750	Bubba	2015-08-02 16:17:00	Adoption	Dog	Neutered Male	3 years	Pit Bull/English Bulldog	White/Brown	1	lateday	6	Male	0.0	3.0	1	0	Multiple	Pit Bull	PitBull	1	1	White
7693	A710779	Jeeves	2015-09-14 17:20:00	Adoption	Dog	Neutered Male	1 year	Dachshund/Miniature Pinscher	Black/Brown	1	lateday	0	Male	0.0	1.0	0	0	Multiple	Dachshund	Hound	0	1	Black
7694	A670765	Nameless	2014-01-17 15:06:00	Euthanasia	Dog	Intact Female	12 years	Chihuahua Shorthair Mix	White/Tan	0	midday	4	Female	1.0	12.0	2	1	Mix	Chihuahua Shorthair	Toy	0	1	White
7695	A687292	Tinker	2014-12-26 12:18:00	Adoption	Dog	Spayed Female	6 months	Chihuahua Shorthair Mix	Black/Tan	1	midday	4	Female	0.0	0.5	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Black
7696	A663614	Bingo	2013-10-12 17:14:00	Adoption	Dog	Spayed Female	4 years	Border Collie Mix	Blue Merle/White	1	lateday	5	Female	0.0	4.0	1	1	Mix	Border Collie	Herding	1	1	Blue Merle
7697	A697969	Zelda	2015-03-15 11:45:00	Transfer	Dog	Spayed Female	2 years	German Shepherd/Chinese Sharpei	Tan	1	midday	6	Female	0.0	2.0	1	0	Multiple	German Shepherd	Herding	2	0	Tan
7698	A684992	Ernie	2014-08-03 15:36:00	Transfer	Dog	Intact Male	4 months	Catahoula/Beagle	White/Tan	1	midday	6	Male	1.0	0.3333333333333333	0	0	Multiple	Catahoula	Herding	1	1	White
7699	A607586	Chita	2014-07-30 11:02:00	Return_to_owner	Dog	Spayed Female	3 years	Rat Terrier Mix	White/Black	1	midday	2	Female	0.0	3.0	1	1	Mix	Rat Terrier	Terrier	0	1	White
7700	A674327	Bailey	2014-03-31 11:20:00	Adoption	Dog	Spayed Female	1 year	Pit Bull Mix	Brown Brindle/White	1	midday	0	Female	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Brown Brindle
7701	A696899	Nabi	2015-02-19 17:44:00	Return_to_owner	Dog	Intact Female	3 years	Pit Bull Mix	Brown	1	lateday	3	Female	1.0	3.0	1	1	Mix	Pit Bull	PitBull	1	0	Brown
7702	A711768	Canelo	2015-09-16 17:49:00	Adoption	Dog	Neutered Male	10 months	Golden Retriever Mix	Red	1	lateday	2	Male	0.0	0.8333333333333334	0	1	Mix	Golden Retriever	Sporting	2	0	Red
7703	A671560	Gus	2014-02-10 17:14:00	Transfer	Dog	Neutered Male	4 months	Pointer Mix	White/Brown	1	lateday	0	Male	0.0	0.3333333333333333	0	1	Mix	Pointer	Sporting	1	1	White
7704	A680196	Joanna	2014-06-10 17:08:00	Return_to_owner	Dog	Spayed Female	8 months	German Shepherd Mix	Black/Brown	1	lateday	1	Female	0.0	0.6666666666666666	0	1	Mix	German Shepherd	Herding	2	1	Black
7705	A695625	Nameless	2015-01-23 17:16:00	Adoption	Dog	Spayed Female	6 months	Chihuahua Shorthair Mix	Brown	0	lateday	4	Female	0.0	0.5	0	1	Mix	Chihuahua Shorthair	Toy	0	0	Brown
7706	A701037	Pete	2015-05-03 13:02:00	Return_to_owner	Dog	Neutered Male	6 years	Australian Shepherd	Black/White	1	midday	6	Male	0.0	6.0	1	0	Simple	Australian Shepherd	Herding	1	1	Black
7707	A674454	Romy	2014-03-13 14:44:00	Return_to_owner	Dog	Spayed Female	13 years	Cardigan Welsh Corgi/Jack Russell Terrier	Black	1	midday	3	Female	0.0	13.0	2	0	Multiple	Cardigan Welsh Corgi	Herding	1	0	Black
7708	A666600	Nameless	2013-11-04 14:54:00	Transfer	Dog	Intact Male	0 years	Beagle/Chihuahua Shorthair	White	0	midday	0	Male	1.0	0.0	0	0	Multiple	Beagle	Hound	0	0	White
7709	A698804	Hailey	2015-05-30 16:43:00	Adoption	Dog	Spayed Female	1 year	Catahoula Mix	Black/White	1	lateday	5	Female	0.0	1.0	0	1	Mix	Catahoula	Herding	1	1	Black
7710	A676457	Rainy Bow	2014-04-17 14:52:00	Transfer	Dog	Spayed Female	15 years	Dachshund Mix	Black/Tan	1	midday	3	Female	0.0	15.0	2	1	Mix	Dachshund	Hound	0	1	Black
7711	A712571	Max	2015-09-27 12:34:00	Adoption	Dog	Neutered Male	1 year	Yorkshire Terrier Mix	Silver/Tan	1	midday	6	Male	0.0	1.0	0	1	Mix	Yorkshire Terrier	Toy	0	1	Silver
7712	A687987	Koda	2015-12-29 10:05:00	Adoption	Dog	Spayed Female	5 years	Pit Bull Mix	Brown/White	1	morning	1	Female	0.0	5.0	1	1	Mix	Pit Bull	PitBull	1	1	Brown
7713	A720146	Nd	2016-02-03 16:30:00	Return_to_owner	Dog	Spayed Female	5 years	Cairn Terrier Mix	Gray	1	lateday	2	Female	0.0	5.0	1	1	Mix	Cairn Terrier	Terrier	0	0	Gray
7714	A714505	Nameless	2015-10-29 13:01:00	Adoption	Dog	Neutered Male	5 years	Papillon Mix	Black/White	0	midday	3	Male	0.0	5.0	1	1	Mix	Papillon	Toy	0	1	Black
7715	A685396	Walter	2014-08-10 17:28:00	Adoption	Dog	Neutered Male	2 months	German Shepherd	Black/Tan	1	lateday	6	Male	0.0	0.16666666666666666	0	0	Simple	German Shepherd	Herding	2	1	Black
7716	A709712	Hiro	2015-08-25 12:05:00	Transfer	Dog	Intact Male	1 year	American Pit Bull Terrier Mix	Blue Tick/White	1	midday	1	Male	1.0	1.0	0	1	Mix	American Pit Bull Terrier	PitBull	1	1	Blue Tick
7717	A705652	Modelo	2015-08-18 14:03:00	Transfer	Dog	Neutered Male	1 year	Labrador Retriever Mix	Black	1	midday	1	Male	0.0	1.0	0	1	Mix	Labrador Retriever	Sporting	1	0	Black
7718	A666579	Nameless	2013-11-09 11:02:00	Return_to_owner	Dog	Neutered Male	3 months	Havanese Mix	White/Black	0	midday	5	Male	0.0	0.25	0	1	Mix	Havanese	Toy	0	1	White
7719	A700426	Marco	2015-04-20 17:42:00	Euthanasia	Dog	Intact Male	1 year	Pit Bull Mix	Black/White	1	lateday	0	Male	1.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Black
7720	A691059	Trevor	2014-11-08 11:11:00	Return_to_owner	Dog	Intact Male	3 years	Labrador Retriever Mix	Black	1	midday	5	Male	1.0	3.0	1	1	Mix	Labrador Retriever	Sporting	1	0	Black
7721	A707775	Nameless	2015-07-17 15:49:00	Transfer	Dog	Intact Female	1 year	Chihuahua Shorthair Mix	Brown/White	0	midday	4	Female	1.0	1.0	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Brown
7722	A697023	Lucas	2015-04-11 17:35:00	Adoption	Dog	Neutered Male	1 year	German Shepherd	Sable	1	lateday	5	Male	0.0	1.0	0	0	Simple	German Shepherd	Herding	2	0	Sable
7723	A669638	Rufus	2014-07-29 12:58:00	Transfer	Dog	Neutered Male	1 year	Pit Bull Mix	Tan/White	1	midday	1	Male	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Tan
7724	A703261	Oreo	2015-05-23 17:07:00	Return_to_owner	Dog	Intact Male	8 years	Boston Terrier Mix	Black Brindle/White	1	lateday	5	Male	1.0	8.0	2	1	Mix	Boston Terrier	NonSporting	0	1	Black Brindle
7725	A701212	Jack	2015-04-26 15:11:00	Return_to_owner	Dog	Intact Male	8 years	Siberian Husky	Black/White	1	midday	6	Male	1.0	8.0	2	0	Simple	Siberian Husky	Working	1	1	Black
7726	A674003	Casper	2014-03-09 13:11:00	Transfer	Dog	Neutered Male	2 months	Labrador Retriever/Pointer	White/Tan	1	midday	6	Male	0.0	0.16666666666666666	0	0	Multiple	Labrador Retriever	Sporting	1	1	White
7727	A668809	Skippy Jon	2013-12-22 17:50:00	Adoption	Dog	Neutered Male	3 months	Chihuahua Shorthair Mix	Brown/White	1	lateday	6	Male	0.0	0.25	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Brown
7728	A702927	Gretchen	2015-05-28 14:39:00	Euthanasia	Dog	Spayed Female	2 years	Miniature Schnauzer Mix	Black/Tan	1	midday	3	Female	0.0	2.0	1	1	Mix	Miniature Schnauzer	Terrier	0	1	Black
7729	A710504	Corey	2015-08-25 18:51:00	Return_to_owner	Dog	Spayed Female	2 years	Norfolk Terrier/Dachshund	Cream	1	lateday	1	Female	0.0	2.0	1	0	Multiple	Norfolk Terrier	Terrier	0	0	Cream
7730	A716990	Maximus	2015-12-07 00:00:00	Transfer	Dog	Neutered Male	3 years	Cocker Spaniel Mix	Black/White	1	night	0	Male	0.0	3.0	1	1	Mix	Cocker Spaniel	Sporting	1	1	Black
7731	A689341	Storm	2014-10-10 16:38:00	Adoption	Dog	Neutered Male	5 months	Border Collie/German Shepherd	Black/Tricolor	1	lateday	4	Male	0.0	0.4166666666666667	0	0	Multiple	Border Collie	Herding	1	1	Black
7732	A676138	Sanders	2014-06-13 14:15:00	Return_to_owner	Dog	Neutered Male	1 year	Labrador Retriever Mix	Yellow	1	midday	4	Male	0.0	1.0	0	1	Mix	Labrador Retriever	Sporting	1	0	Yellow
7733	A717408	Joy	2015-12-11 17:53:00	Adoption	Dog	Spayed Female	2 months	Queensland Heeler Mix	White/Black	1	lateday	4	Female	0.0	0.16666666666666666	0	1	Mix	Queensland Heeler	Herding	1	1	White
7734	A714772	Dandy	2015-11-08 17:57:00	Return_to_owner	Dog	Neutered Male	3 years	Miniature Poodle Mix	White	1	lateday	6	Male	0.0	3.0	1	1	Mix	Miniature Poodle	NonSporting	1	0	White
7735	A683496	Sheri	2014-08-17 12:24:00	Adoption	Dog	Spayed Female	2 years	American Pit Bull Terrier/Boxer	Fawn/White	1	midday	6	Female	0.0	2.0	1	0	Multiple	American Pit Bull Terrier	PitBull	1	1	Fawn
7736	A672313	Biggie	2014-02-18 14:46:00	Return_to_owner	Dog	Neutered Male	2 years	Labrador Retriever Mix	Black	1	midday	1	Male	0.0	2.0	1	1	Mix	Labrador Retriever	Sporting	1	0	Black
7737	A717071	Noel	2015-12-06 17:11:00	Adoption	Dog	Spayed Female	2 months	Golden Retriever Mix	Buff/White	1	lateday	6	Female	0.0	0.16666666666666666	0	1	Mix	Golden Retriever	Sporting	2	1	Buff
7738	A692276	Jack	2014-11-28 15:47:00	Adoption	Dog	Intact Male	1 year	Miniature Poodle/Golden Retriever	White	1	midday	4	Male	1.0	1.0	0	0	Multiple	Miniature Poodle	NonSporting	1	0	White
7739	A702401	Blue	2015-05-19 12:35:00	Return_to_owner	Dog	Intact Female	2 years	Australian Cattle Dog Mix	Blue Merle	1	midday	1	Female	1.0	2.0	1	1	Mix	Australian Cattle Dog	Herding	1	0	Blue Merle
7740	A670273	Annie	2014-03-21 11:49:00	Transfer	Dog	Spayed Female	2 years	Labrador Retriever/Chesa Bay Retr	Brown/White	1	midday	4	Female	0.0	2.0	1	0	Multiple	Labrador Retriever	Sporting	1	1	Brown
7741	A710447	Brodie	2015-09-09 19:20:00	Transfer	Dog	Neutered Male	2 years	Yorkshire Terrier Mix	Tan/Silver	1	lateday	2	Male	0.0	2.0	1	1	Mix	Yorkshire Terrier	Toy	0	1	Tan
7742	A681513	Chicho	2014-06-17 17:08:00	Return_to_owner	Dog	Intact Male	7 years	Rat Terrier Mix	Tricolor	1	lateday	1	Male	1.0	7.0	2	1	Mix	Rat Terrier	Terrier	0	0	Tricolor
7743	A693282	Sampson	2015-11-05 11:37:00	Return_to_owner	Dog	Neutered Male	2 years	Staffordshire Mix	Chocolate	1	midday	3	Male	0.0	2.0	1	1	Mix	Staffordshire	Terrier	1	0	Chocolate
7744	A685150	Chuy	2014-08-07 11:13:00	Return_to_owner	Dog	Intact Male	12 years	Chihuahua Longhair Mix	Buff	1	midday	3	Male	1.0	12.0	2	1	Mix	Chihuahua Longhair	Toy	0	0	Buff
7745	A687956	Nameless	2014-09-18 17:09:00	Adoption	Dog	Spayed Female	3 years	Rottweiler Mix	Black/Tan	0	lateday	3	Female	0.0	3.0	1	1	Mix	Rottweiler	Working	1	1	Black
7746	A690308	Swade	2014-10-22 12:01:00	Adoption	Dog	Neutered Male	4 years	Pug Mix	Fawn/Black	1	midday	2	Male	0.0	4.0	1	1	Mix	Pug	Toy	0	1	Fawn
7747	A679228	Buttercup	2014-05-24 14:35:00	Adoption	Dog	Spayed Female	3 years	Brittany/Labrador Retriever	Red	1	midday	5	Female	0.0	3.0	1	0	Multiple	Brittany	Sporting	1	0	Red
7748	A711199	Poochie	2015-09-03 15:26:00	Died	Dog	Intact Female	2 months	Pit Bull Mix	Black Brindle/White	1	midday	3	Female	1.0	0.16666666666666666	0	1	Mix	Pit Bull	PitBull	1	1	Black Brindle
7749	A684354	Sam	2014-07-26 17:56:00	Return_to_owner	Dog	Neutered Male	10 months	Pit Bull Mix	Brown Brindle/White	1	lateday	5	Male	0.0	0.8333333333333334	0	1	Mix	Pit Bull	PitBull	1	1	Brown Brindle
7750	A687409	Stacy	2014-09-05 17:08:00	Return_to_owner	Dog	Spayed Female	2 months	Golden Retriever Mix	Gold	1	lateday	4	Female	0.0	0.16666666666666666	0	1	Mix	Golden Retriever	Sporting	2	0	Gold
7751	A669863	Plex	2014-01-15 16:05:00	Return_to_owner	Dog	Neutered Male	2 years	Pit Bull Mix	White/Brown	1	lateday	2	Male	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	White
7752	A696589	Louis	2015-02-15 18:16:00	Adoption	Dog	Neutered Male	1 year	Labrador Retriever Mix	Black	1	lateday	6	Male	0.0	1.0	0	1	Mix	Labrador Retriever	Sporting	1	0	Black
7753	A718251	Didi	2015-12-31 16:40:00	Adoption	Dog	Spayed Female	1 month	Labrador Retriever/Beagle	White/Black	1	lateday	3	Female	0.0	0.08333333333333333	0	0	Multiple	Labrador Retriever	Sporting	1	1	White
7754	A715262	Ruffo	2015-11-04 18:12:00	Return_to_owner	Dog	Neutered Male	1 year	Pit Bull Mix	Black/White	1	lateday	2	Male	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Black
7755	A720430	Sabrina	2016-02-14 16:59:00	Adoption	Dog	Spayed Female	8 months	Norwegian Elkhound Mix	Black	1	lateday	6	Female	0.0	0.6666666666666666	0	1	Mix	Norwegian Elkhound	Hound	1	0	Black
7756	A664624	Smurfy	2013-11-07 14:12:00	Adoption	Dog	Neutered Male	2 years	Pit Bull Mix	Brown Brindle/White	1	midday	3	Male	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Brown Brindle
7757	A707494	Karamel	2015-07-24 16:06:00	Return_to_owner	Dog	Intact Female	9 years	Pit Bull Mix	Tan/White	1	lateday	4	Female	1.0	9.0	2	1	Mix	Pit Bull	PitBull	1	1	Tan
7758	A676379	Hunter	2014-04-20 17:42:00	Return_to_owner	Dog	Neutered Male	1 year	Labrador Retriever Mix	Brown	1	lateday	6	Male	0.0	1.0	0	1	Mix	Labrador Retriever	Sporting	1	0	Brown
7759	A678179	Maggie	2014-06-21 18:42:00	Return_to_owner	Dog	Spayed Female	11 years	Chow Chow Mix	Gray	1	lateday	5	Female	0.0	11.0	2	1	Mix	Chow Chow	NonSporting	1	0	Gray
7760	A705803	Gucci	2015-06-23 11:07:00	Return_to_owner	Dog	Neutered Male	3 years	Boston Terrier Mix	Brown Brindle/White	1	midday	1	Male	0.0	3.0	1	1	Mix	Boston Terrier	NonSporting	0	1	Brown Brindle
7761	A692515	Honey	2015-02-20 11:58:00	Transfer	Dog	Spayed Female	2 years	Pointer Mix	Black/White	1	midday	4	Female	0.0	2.0	1	1	Mix	Pointer	Sporting	1	1	Black
7762	A708459	Nameless	2015-08-01 16:40:00	Adoption	Dog	Spayed Female	7 months	Chihuahua Shorthair/Welsh Terrier	Black/Brown	0	lateday	5	Female	0.0	0.5833333333333334	0	0	Multiple	Chihuahua Shorthair	Toy	0	1	Black
7763	A689848	Tonka	2014-10-25 17:17:00	Transfer	Dog	Neutered Male	7 years	Miniature Pinscher Mix	Black/Brown	1	lateday	5	Male	0.0	7.0	2	1	Mix	Miniature Pinscher	Toy	0	1	Black
7764	A702175	Nameless	2015-05-16 10:50:00	Return_to_owner	Dog	Neutered Male	4 years	American Bulldog Mix	Blue/White	0	morning	5	Male	0.0	4.0	1	1	Mix	American Bulldog	NonSporting	1	1	Blue
7765	A718014	Lucas	2015-12-23 16:55:00	Return_to_owner	Dog	Neutered Male	2 years	Rat Terrier Mix	White/Black	1	lateday	2	Male	0.0	2.0	1	1	Mix	Rat Terrier	Terrier	0	1	White
7766	A701402	Jack	2015-05-19 14:18:00	Transfer	Dog	Intact Male	6 years	Greyhound	Brown Brindle/White	1	midday	1	Male	1.0	6.0	1	0	Simple	Greyhound	Hound	3	1	Brown Brindle
7767	A679269	Tempo	2014-05-19 18:53:00	Return_to_owner	Dog	Neutered Male	5 years	Australian Shepherd	Tricolor	1	lateday	0	Male	0.0	5.0	1	0	Simple	Australian Shepherd	Herding	1	0	Tricolor
7768	A693404	Kira	2014-12-11 16:11:00	Transfer	Dog	Spayed Female	2 years	Border Collie Mix	Black/White	1	lateday	3	Female	0.0	2.0	1	1	Mix	Border Collie	Herding	1	1	Black
7769	A549834	Danny	2015-01-06 18:13:00	Adoption	Dog	Neutered Male	5 years	Chihuahua Shorthair Mix	White/Brown	1	lateday	1	Male	0.0	5.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	White
7770	A701461	Doe Girl	2015-05-02 18:20:00	Return_to_owner	Dog	Spayed Female	5 years	Pit Bull Mix	Blue/White	1	lateday	5	Female	0.0	5.0	1	1	Mix	Pit Bull	PitBull	1	1	Blue
7771	A555012	Jeremiah	2014-10-13 13:21:00	Adoption	Dog	Neutered Male	9 years	Pit Bull Mix	Red	1	midday	0	Male	0.0	9.0	2	1	Mix	Pit Bull	PitBull	1	0	Red
7772	A669095	Nameless	2013-12-20 15:25:00	Transfer	Dog	Neutered Male	10 months	Boxer	Black/White	0	midday	4	Male	0.0	0.8333333333333334	0	0	Simple	Boxer	Working	1	1	Black
7773	A666455	Nameless	2013-11-07 13:02:00	Transfer	Dog	Neutered Male	4 months	Dachshund/Bloodhound	Brown/White	0	midday	3	Male	0.0	0.3333333333333333	0	0	Multiple	Dachshund	Hound	0	1	Brown
7774	A667616	Arctic	2014-05-14 19:02:00	Euthanasia	Dog	Neutered Male	4 years	Australian Cattle Dog Mix	Blue Tick/White	1	lateday	2	Male	0.0	4.0	1	1	Mix	Australian Cattle Dog	Herding	1	1	Blue Tick
7775	A711296	Nameless	2015-09-09 17:50:00	Adoption	Dog	Neutered Male	3 months	Plott Hound Mix	Brown Brindle	0	lateday	2	Male	0.0	0.25	0	1	Mix	Plott Hound	Hound	2	0	Brown Brindle
7776	A662557	Austin	2014-10-04 16:22:00	Transfer	Dog	Neutered Male	6 years	Pit Bull Mix	Blue	1	lateday	5	Male	0.0	6.0	1	1	Mix	Pit Bull	PitBull	1	0	Blue
7777	A685622	Duke	2014-08-14 16:13:00	Transfer	Dog	Intact Male	5 months	Treeing Walker Coonhound/Labrador Retriever	Tan/Black	1	lateday	3	Male	1.0	0.4166666666666667	0	0	Multiple	Treeing Walker Coonhound	Hound	1	1	Tan
7778	A670633	Fiona	2014-01-15 12:58:00	Transfer	Dog	Intact Female	5 months	Plott Hound Mix	Brown Brindle	1	midday	2	Female	1.0	0.4166666666666667	0	1	Mix	Plott Hound	Hound	2	0	Brown Brindle
7779	A548276	Lillian	2015-05-20 17:49:00	Return_to_owner	Dog	Spayed Female	8 years	Cocker Spaniel	Buff	1	lateday	2	Female	0.0	8.0	2	0	Simple	Cocker Spaniel	Sporting	1	0	Buff
7780	A716512	Dexter	2015-11-20 17:39:00	Return_to_owner	Dog	Neutered Male	2 years	St. Bernard Smooth Coat Mix	Brown/White	1	lateday	4	Male	0.0	2.0	1	1	Mix	St. Bernard Smooth Coat	Working	2	1	Brown
7781	A675081	Pongo	2014-04-05 17:34:00	Adoption	Dog	Neutered Male	7 years	Chihuahua Shorthair Mix	White/Black	1	lateday	5	Male	0.0	7.0	2	1	Mix	Chihuahua Shorthair	Toy	0	1	White
7782	A694367	Clay	2015-01-03 18:17:00	Adoption	Dog	Neutered Male	2 years	Labrador Retriever/Australian Cattle Dog	White/Brown	1	lateday	5	Male	0.0	2.0	1	0	Multiple	Labrador Retriever	Sporting	1	1	White
7783	A690036	Flo	2014-10-17 16:59:00	Transfer	Dog	Intact Female	6 months	Boxer	Tan/White	1	lateday	4	Female	1.0	0.5	0	0	Simple	Boxer	Working	1	1	Tan
7784	A720206	Tug	2016-02-11 14:20:00	Adoption	Dog	Neutered Male	6 months	Mastiff Mix	Yellow Brindle/White	1	midday	3	Male	0.0	0.5	0	1	Mix	Mastiff	Working	2	1	Yellow Brindle
7785	A683806	Callie	2014-08-01 15:45:00	Adoption	Dog	Intact Female	2 months	Border Collie/Great Pyrenees	Cream/White	1	midday	4	Female	1.0	0.16666666666666666	0	0	Multiple	Border Collie	Herding	1	1	Cream
7786	A697240	Tulip	2015-02-20 14:57:00	Transfer	Dog	Intact Female	4 months	Beagle Mix	Black/White	1	midday	4	Female	1.0	0.3333333333333333	0	1	Mix	Beagle	Hound	0	1	Black
7787	A692922	Finch	2014-11-30 18:42:00	Return_to_owner	Dog	Spayed Female	4 years	Jack Russell Terrier Mix	White	1	lateday	6	Female	0.0	4.0	1	1	Mix	Jack Russell Terrier	Terrier	0	0	White
7788	A691441	Nameless	2014-11-09 12:10:00	Adoption	Dog	Neutered Male	4 months	Cavalier Span Mix	Black/White	0	midday	6	Male	0.0	0.3333333333333333	0	1	Mix	Cavalier Span	Toy	0	1	Black
7789	A666354	Nameless	2013-11-03 17:00:00	Transfer	Dog	Neutered Male	3 years	Miniature Poodle Mix	Apricot	0	lateday	6	Male	0.0	3.0	1	1	Mix	Miniature Poodle	NonSporting	1	0	Apricot
7790	A708468	Pio	2015-08-29 15:07:00	Adoption	Dog	Neutered Male	7 months	Pointer Mix	White/Black	1	midday	5	Male	0.0	0.5833333333333334	0	1	Mix	Pointer	Sporting	1	1	White
7791	A692774	Cookie	2014-11-30 13:27:00	Return_to_owner	Dog	Spayed Female	6 years	Bulldog Mix	White/Black	1	midday	6	Female	0.0	6.0	1	1	Mix	Bulldog	NonSporting	1	1	White
7792	A679160	Nameless	2014-06-30 17:15:00	Adoption	Dog	Spayed Female	1 month	Labrador Retriever/German Shepherd	Black/White	0	lateday	0	Female	0.0	0.08333333333333333	0	0	Multiple	Labrador Retriever	Sporting	1	1	Black
7793	A624160	Nina	2014-04-18 17:29:00	Adoption	Dog	Spayed Female	2 years	Labrador Retriever Mix	Brown/White	1	lateday	4	Female	0.0	2.0	1	1	Mix	Labrador Retriever	Sporting	1	1	Brown
7794	A681502	Izy	2014-06-22 17:06:00	Transfer	Dog	Spayed Female	2 months	Australian Shepherd/Labrador Retriever	Tan/White	1	lateday	6	Female	0.0	0.16666666666666666	0	0	Multiple	Australian Shepherd	Herding	1	1	Tan
7795	A333659	Tyoma	2013-10-27 19:17:00	Return_to_owner	Dog	Neutered Male	9 years	Cocker Spaniel Mix	Red/Black	1	lateday	6	Male	0.0	9.0	2	1	Mix	Cocker Spaniel	Sporting	1	1	Red
7796	A670816	Tommy	2014-08-04 14:34:00	Adoption	Dog	Neutered Male	2 years	Chinese Sharpei/Great Dane	Blue	1	midday	0	Male	0.0	2.0	1	0	Multiple	Chinese Sharpei	NonSporting	1	0	Blue
7797	A693785	Nameless	2014-12-18 16:52:00	Adoption	Dog	Neutered Male	4 months	Border Collie Mix	White/Black	0	lateday	3	Male	0.0	0.3333333333333333	0	1	Mix	Border Collie	Herding	1	1	White
7798	A668384	Juneau	2013-12-27 18:55:00	Adoption	Dog	Spayed Female	1 year	German Shepherd Mix	Brown/Black	1	lateday	4	Female	0.0	1.0	0	1	Mix	German Shepherd	Herding	2	1	Brown
7799	A717066	Frankie	2016-02-13 12:56:00	Adoption	Dog	Spayed Female	2 months	Chihuahua Shorthair/Cardigan Welsh Corgi	Tan/White	1	midday	5	Female	0.0	0.16666666666666666	0	0	Multiple	Chihuahua Shorthair	Toy	0	1	Tan
7800	A683816	Fritz	2014-07-19 13:43:00	Adoption	Dog	Neutered Male	7 years	Dachshund Mix	Brown	1	midday	5	Male	0.0	7.0	2	1	Mix	Dachshund	Hound	0	0	Brown
7801	A689776	Hunter	2014-10-24 18:40:00	Adoption	Dog	Neutered Male	10 months	Pit Bull Mix	White/Tan	1	lateday	4	Male	0.0	0.8333333333333334	0	1	Mix	Pit Bull	PitBull	1	1	White
7802	A670719	Nameless	2014-01-17 17:09:00	Return_to_owner	Dog	Neutered Male	7 months	Dachshund/Beagle	Tricolor	0	lateday	4	Male	0.0	0.5833333333333334	0	0	Multiple	Dachshund	Hound	0	0	Tricolor
7803	A047759	Oreo	2014-04-07 15:12:00	Transfer	Dog	Neutered Male	10 years	Dachshund	Tricolor	1	midday	0	Male	0.0	10.0	2	0	Simple	Dachshund	Hound	0	0	Tricolor
7804	A707880	Herschel	2015-08-08 16:10:00	Adoption	Dog	Neutered Male	7 months	American Pit Bull Terrier/Pointer	Chocolate/White	1	lateday	5	Male	0.0	0.5833333333333334	0	0	Multiple	American Pit Bull Terrier	PitBull	1	1	Chocolate
7805	A676054	Nameless	2014-04-07 16:30:00	Adoption	Dog	Neutered Male	2 years	Plott Hound Mix	Brown Brindle/White	0	lateday	0	Male	0.0	2.0	1	1	Mix	Plott Hound	Hound	2	1	Brown Brindle
7806	A720425	Chikilin	2016-02-14 13:37:00	Adoption	Dog	Neutered Male	8 years	Chihuahua Shorthair Mix	Tricolor	1	midday	6	Male	0.0	8.0	2	1	Mix	Chihuahua Shorthair	Toy	0	0	Tricolor
7807	A665386	Nameless	2013-10-22 15:06:00	Transfer	Dog	Intact Female	1 year	Chihuahua Shorthair/Rat Terrier	White/Black	0	midday	1	Female	1.0	1.0	0	0	Multiple	Chihuahua Shorthair	Toy	0	1	White
7808	A701430	Fido	2015-05-10 19:27:00	Adoption	Dog	Neutered Male	2 years	Chihuahua Shorthair Mix	Brown	1	lateday	6	Male	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Brown
