"","OutcomeType","HasName","TimeofDay","WeekDay","Sex","IsIntact","AgeinYears","Age","IsMixBreed","MixorMultipleorSimple","Group","Size","IsMixColor"
"7627","Euthanasia",0,"midday","Friday","Female",1,3,1,0,"Multiple","Herding",2,0
"7628","Euthanasia",1,"lateday","Sunday","Male",0,2,1,0,"Simple","Herding",2,1
"7629","Transfer",0,"midday","Saturday","Female",1,0,0,1,"Mix","Herding",2,0
"7630","Return_to_owner",1,"midday","Friday","Male",1,2,1,1,"Mix","Herding",2,1
"7631","Transfer",0,"midday","Friday","Female",1,0,0,1,"Mix","Herding",2,0
"7632","Adoption",1,"lateday","Wednesday","Male",0,0,0,0,"Multiple","Herding",2,0
"7633","Adoption",1,"lateday","Sunday","Male",0,2,1,1,"Mix","Herding",2,0
"7634","Return_to_owner",1,"lateday","Friday","Male",0,2,1,1,"Mix","Herding",2,1
"7635","Transfer",0,"midday","Friday","Female",0,0,0,1,"Mix","Herding",2,1
"7636","Return_to_owner",1,"midday","Wednesday","Male",0,5,1,0,"Simple","Herding",2,1
"7637","Adoption",1,"lateday","Tuesday","Female",0,0,0,1,"Mix","Herding",2,0
"7638","Transfer",1,"midday","Friday","Male",1,1,0,1,"Mix","Herding",2,1
"7639","Transfer",0,"lateday","Monday","Female",1,0,0,1,"Mix","Herding",2,1
"7640","Return_to_owner",1,"lateday","Tuesday","Male",0,4,1,0,"Multiple","Herding",2,1
"7641","Return_to_owner",1,"midday","Saturday","Male",0,7,2,0,"Multiple","Herding",2,1
"7642","Return_to_owner",1,"midday","Wednesday","Male",0,7,2,0,"Multiple","Herding",2,1
"7643","Return_to_owner",1,"lateday","Saturday","Male",0,2,1,0,"Simple","Herding",2,1
"7644","Return_to_owner",1,"lateday","Sunday","Female",0,0,0,1,"Mix","Herding",2,0
"7645","Adoption",1,"morning","Tuesday","Male",0,4,1,1,"Mix","Herding",2,0
"7646","Transfer",0,"lateday","Tuesday","Male",1,0,0,1,"Mix","Herding",2,1
"7647","Euthanasia",0,"midday","Wednesday","Male",1,2,1,0,"Multiple","Herding",2,0
"7648","Return_to_owner",1,"midday","Sunday","Male",0,8,2,0,"Multiple","Herding",2,0
"7649","Return_to_owner",1,"lateday","Thursday","Male",0,5,1,0,"Simple","Herding",2,1
"7650","Transfer",1,"midday","Friday","Male",0,2,1,1,"Mix","Herding",2,1
"7651","Transfer",0,"midday","Thursday","Female",1,0,0,1,"Mix","Herding",2,1
"7652","Adoption",1,"midday","Saturday","Male",0,0,0,0,"Multiple","Herding",2,0
"7653","Adoption",1,"midday","Wednesday","Male",0,1,0,0,"Multiple","Herding",2,1
"7654","Return_to_owner",1,"midday","Friday","Female",0,2,1,1,"Mix","Herding",2,0
"7655","Return_to_owner",1,"midday","Friday","Male",0,2,1,0,"Simple","Herding",2,0
"7656","Adoption",1,"lateday","Thursday","Female",0,2,1,0,"Multiple","Herding",2,0
"7657","Adoption",1,"lateday","Saturday","Male",0,1,0,0,"Multiple","Herding",2,1
"7658","Adoption",1,"midday","Thursday","Female",0,2,1,1,"Mix","Herding",2,1
"7659","Adoption",1,"midday","Monday","Female",0,1,0,1,"Mix","Herding",2,0
"7660","Adoption",1,"lateday","Monday","Female",0,0,0,1,"Mix","Herding",2,1
"7661","Transfer",1,"midday","Tuesday","Female",1,3,1,1,"Mix","Herding",2,1
"7662","Transfer",0,"midday","Saturday","Female",1,0,0,1,"Mix","Herding",2,1
"7663","Return_to_owner",1,"lateday","Sunday","Female",0,6,1,1,"Mix","Herding",2,1
"7664","Adoption",0,"lateday","Thursday","Male",0,1,0,1,"Mix","Herding",2,0
"7665","Transfer",0,"lateday","Thursday","Male",1,0,0,0,"Multiple","Herding",2,0
"7666","Return_to_owner",1,"lateday","Friday","Female",1,2,1,1,"Mix","Herding",2,1
"7667","Euthanasia",1,"midday","Thursday","Male",0,8,2,1,"Mix","Herding",2,1
"7668","Adoption",1,"lateday","Sunday","Female",0,0,0,0,"Multiple","Herding",2,0
"7669","Adoption",1,"morning","Thursday","Male",0,5,1,1,"Mix","Herding",2,1
"7670","Adoption",0,"morning","Wednesday","Male",0,1,0,1,"Mix","Herding",2,0
"7671","Adoption",0,"midday","Sunday","Female",0,1,0,1,"Mix","Herding",2,1
"7672","Adoption",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Herding",2,1
"7673","Adoption",1,"lateday","Sunday","Male",0,0,0,0,"Simple","Herding",2,1
"7674","Transfer",0,"midday","Friday","Male",1,0,0,1,"Mix","Herding",2,0
"7675","Adoption",1,"midday","Saturday","Male",0,3,1,1,"Mix","Herding",2,0
"7676","Return_to_owner",1,"lateday","Tuesday","Male",0,5,1,1,"Mix","Herding",2,1
"7677","Adoption",0,"lateday","Sunday","Female",0,0,0,0,"Multiple","Herding",2,1
"7678","Adoption",1,"midday","Tuesday","Female",0,0,0,1,"Mix","Herding",2,1
"7679","Return_to_owner",1,"lateday","Tuesday","Male",0,7,2,1,"Mix","Herding",2,1
"7680","Adoption",1,"midday","Sunday","Male",0,3,1,0,"Multiple","Herding",2,0
"7681","Return_to_owner",1,"midday","Monday","Male",0,3,1,1,"Mix","Herding",2,1
"7682","Transfer",1,"midday","Monday","Male",1,1,0,1,"Mix","Herding",2,0
"7683","Adoption",1,"lateday","Wednesday","Female",0,3,1,1,"Mix","Herding",2,0
"7684","Transfer",1,"lateday","Sunday","Male",0,4,1,1,"Mix","Herding",2,1
"7685","Transfer",1,"midday","Wednesday","Female",0,2,1,1,"Mix","Herding",2,1
"7686","Return_to_owner",0,"midday","Saturday","Female",1,1,0,1,"Mix","Herding",2,1
"7687","Adoption",1,"lateday","Saturday","Male",0,3,1,1,"Mix","Herding",2,1
"7688","Adoption",1,"lateday","Saturday","Female",0,3,1,0,"Simple","Herding",2,1
"7689","Adoption",1,"midday","Sunday","Male",0,1,0,1,"Mix","Herding",2,1
"7690","Return_to_owner",1,"lateday","Wednesday","Female",0,3,1,1,"Mix","Herding",2,1
"7691","Adoption",1,"lateday","Friday","Male",0,0,0,0,"Multiple","Herding",2,1
"7692","Transfer",1,"lateday","Thursday","Male",1,1,0,0,"Multiple","Herding",2,1
"7693","Adoption",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Herding",2,1
"7694","Adoption",1,"lateday","Sunday","Male",0,4,1,1,"Mix","Herding",2,1
"7695","Adoption",0,"lateday","Monday","Female",0,0,0,0,"Multiple","Herding",2,0
"7696","Transfer",1,"midday","Friday","Female",1,0,0,1,"Mix","Herding",2,0
"7697","Return_to_owner",1,"lateday","Wednesday","Male",0,2,1,0,"Simple","Herding",2,1
"7698","Adoption",1,"lateday","Thursday","Male",0,0,0,1,"Mix","Herding",2,1
"7699","Return_to_owner",1,"midday","Monday","Male",0,10,2,0,"Multiple","Herding",2,1
"7700","Return_to_owner",1,"lateday","Tuesday","Female",1,1,0,1,"Mix","Herding",2,1
"7701","Adoption",1,"lateday","Tuesday","Male",0,0,0,0,"Multiple","Herding",2,0
"7702","Adoption",1,"midday","Monday","Male",0,8,2,1,"Mix","Herding",2,0
"7703","Adoption",1,"lateday","Saturday","Male",0,1,0,1,"Mix","Herding",2,1
"7704","Return_to_owner",1,"lateday","Thursday","Male",0,1,0,1,"Mix","Herding",2,0
"7705","Adoption",1,"midday","Thursday","Female",0,4,1,1,"Mix","Herding",2,0
"7706","Return_to_owner",1,"midday","Saturday","Female",0,9,2,1,"Mix","Herding",2,0
"7707","Return_to_owner",1,"midday","Saturday","Male",0,1,0,0,"Multiple","Herding",2,1
"7708","Return_to_owner",1,"lateday","Tuesday","Male",0,2,1,1,"Mix","Herding",2,1
"7709","Adoption",1,"lateday","Saturday","Female",0,0,0,1,"Mix","Herding",2,1
"7710","Adoption",1,"midday","Saturday","Female",0,1,0,1,"Mix","Herding",2,1
"7711","Return_to_owner",1,"midday","Saturday","Male",0,4,1,0,"Multiple","Herding",2,1
"7712","Transfer",1,"night","Monday","Male",0,4,1,0,"Multiple","Herding",2,1
"7713","Adoption",1,"lateday","Sunday","Male",0,3,1,0,"Simple","Herding",2,1
"7714","Adoption",0,"lateday","Monday","Female",0,0,0,0,"Multiple","Herding",2,1
"7715","Return_to_owner",1,"midday","Saturday","Female",0,10,2,0,"Multiple","Herding",2,0
"7716","Transfer",0,"lateday","Saturday","Female",1,0,0,0,"Multiple","Herding",2,0
"7717","Transfer",1,"midday","Friday","Male",1,2,1,0,"Multiple","Herding",2,1
"7718","Transfer",0,"midday","Saturday","Male",1,0,0,1,"Mix","Herding",2,0
"7719","Adoption",0,"lateday","Monday","Female",0,0,0,0,"Multiple","Herding",2,1
"7720","Return_to_owner",1,"midday","Thursday","Female",1,3,1,0,"Simple","Herding",2,0
"7721","Transfer",0,"midday","Saturday","Female",1,0,0,1,"Mix","Herding",2,0
"7722","Adoption",1,"lateday","Tuesday","Male",0,1,0,0,"Multiple","Herding",2,0
"7723","Transfer",1,"midday","Monday","Female",1,0,0,1,"Mix","Herding",2,1
"7724","Adoption",1,"lateday","Friday","Male",0,1,0,1,"Mix","Herding",2,1
"7725","Transfer",1,"midday","Tuesday","Male",0,1,0,1,"Mix","Herding",2,1
"7726","Adoption",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Herding",2,1
"7727","Adoption",1,"midday","Tuesday","Male",0,1,0,1,"Mix","Herding",2,1
"7728","Return_to_owner",1,"midday","Monday","Male",1,2,1,0,"Simple","Herding",2,1
"7729","Transfer",1,"night","Sunday","Male",1,3,1,1,"Mix","Herding",2,0
"7730","Return_to_owner",1,"midday","Monday","Female",1,1,0,0,"Simple","Herding",2,1
"7731","Transfer",0,"midday","Saturday","Male",1,0,0,1,"Mix","Herding",2,0
"7732","Transfer",1,"lateday","Sunday","Female",0,0,0,1,"Mix","Herding",2,1
"7733","Adoption",1,"lateday","Tuesday","Female",0,1,0,1,"Mix","Herding",2,1
"7734","Transfer",1,"midday","Monday","Female",0,2,1,1,"Mix","Herding",2,1
"7735","Adoption",1,"lateday","Wednesday","Male",0,4,1,1,"Mix","Herding",2,0
"7736","Transfer",1,"midday","Wednesday","Male",1,1,0,1,"Mix","Working",2,1
"7737","Return_to_owner",1,"midday","Thursday","Female",0,6,1,1,"Mix","Working",2,1
"7738","Adoption",0,"lateday","Monday","Female",0,0,0,1,"Mix","Working",2,1
"7739","Return_to_owner",1,"midday","Saturday","Male",0,14,2,0,"Simple","Working",2,0
"7740","Transfer",1,"lateday","Friday","Male",0,2,1,1,"Mix","Working",2,1
"7741","Adoption",1,"midday","Sunday","Male",0,1,0,1,"Mix","Working",2,1
"7742","Transfer",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Working",2,0
"7743","Adoption",1,"midday","Tuesday","Female",0,4,1,1,"Mix","Working",2,1
"7744","Return_to_owner",1,"midday","Sunday","Male",0,5,1,1,"Mix","Working",2,0
"7745","Return_to_owner",1,"lateday","Tuesday","Female",0,2,1,1,"Mix","Working",2,1
"7746","Return_to_owner",1,"midday","Thursday","Female",0,8,2,1,"Mix","Working",2,1
"7747","Transfer",0,"midday","Monday","Male",0,1,0,1,"Mix","Working",2,1
"7748","Adoption",1,"lateday","Sunday","Male",0,1,0,1,"Mix","Working",2,1
"7749","Return_to_owner",1,"lateday","Sunday","Male",0,14,2,0,"Simple","Working",2,1
"7750","Adoption",0,"lateday","Monday","Female",0,0,0,0,"Multiple","Working",2,0
"7751","Return_to_owner",1,"midday","Saturday","Male",0,13,2,0,"Simple","Working",2,1
"7753","Return_to_owner",1,"midday","Tuesday","Female",0,10,2,1,"Mix","Working",2,1
"7754","Transfer",1,"morning","Tuesday","Male",0,2,1,0,"Simple","Working",2,1
"7755","Return_to_owner",1,"lateday","Monday","Male",0,1,0,1,"Mix","Working",2,1
"7756","Return_to_owner",1,"lateday","Wednesday","Male",0,0,0,1,"Mix","Working",2,1
"7757","Return_to_owner",1,"lateday","Monday","Male",1,7,2,1,"Mix","Working",2,1
"7758","Adoption",0,"lateday","Sunday","Female",0,0,0,1,"Mix","Working",2,0
"7759","Adoption",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Working",2,1
"7760","Return_to_owner",1,"midday","Saturday","Male",0,3,1,0,"Simple","Sporting",1,1
"7761","Transfer",0,"lateday","Friday","Female",0,2,1,0,"Simple","Sporting",1,0
"7762","Adoption",1,"midday","Thursday","Male",0,4,1,1,"Mix","Sporting",1,0
"7763","Return_to_owner",1,"midday","Sunday","Female",0,3,1,1,"Mix","Sporting",1,1
"7764","Return_to_owner",1,"lateday","Thursday","Male",0,1,0,1,"Mix","Sporting",1,1
"7765","Adoption",1,"lateday","Saturday","Male",0,3,1,0,"Multiple","Terrier",1,1
"7766","Adoption",0,"lateday","Wednesday","Female",0,2,1,1,"Mix","Terrier",1,0
"7767","Adoption",1,"lateday","Wednesday","Female",0,1,0,1,"Mix","Terrier",1,1
"7768","Transfer",1,"lateday","Sunday","Male",0,1,0,1,"Mix","Terrier",1,0
"7769","Return_to_owner",1,"midday","Tuesday","Male",0,4,1,1,"Mix","Sporting",2,1
"7770","Return_to_owner",1,"midday","Wednesday","Female",0,13,2,0,"Multiple","Sporting",2,0
"7771","Return_to_owner",1,"lateday","Monday","Male",0,2,1,0,"Simple","Sporting",2,0
"7772","Return_to_owner",1,"midday","Friday","Male",0,1,0,1,"Mix","Sporting",2,0
"7773","Transfer",1,"midday","Sunday","Male",1,1,0,1,"Mix","Sporting",2,0
"7774","Return_to_owner",1,"lateday","Tuesday","Male",0,2,1,1,"Mix","Sporting",2,0
"7775","Transfer",1,"midday","Wednesday","Male",1,3,1,1,"Mix","Sporting",2,0
"7776","Adoption",1,"lateday","Wednesday","Male",0,1,0,1,"Mix","Sporting",2,0
"7777","Transfer",1,"lateday","Wednesday","Female",1,1,0,1,"Mix","Sporting",2,0
"7778","Return_to_owner",1,"lateday","Monday","Male",0,6,1,1,"Mix","Sporting",2,0
"7779","Transfer",1,"midday","Friday","Female",1,1,0,1,"Mix","Sporting",2,0
"7780","Transfer",1,"midday","Wednesday","Male",1,1,0,0,"Simple","Sporting",2,1
"7781","Adoption",1,"midday","Friday","Female",0,4,1,0,"Multiple","Sporting",2,0
"7782","Transfer",1,"night","Monday","Female",0,1,0,0,"Multiple","Sporting",2,0
"7783","Adoption",0,"midday","Saturday","Female",0,1,0,1,"Mix","Sporting",2,0
"7784","Adoption",1,"midday","Saturday","Female",0,0,0,1,"Mix","Sporting",2,0
"7785","Return_to_owner",1,"lateday","Wednesday","Male",0,1,0,1,"Mix","Sporting",2,1
"7786","Transfer",1,"midday","Thursday","Male",0,3,1,1,"Mix","Sporting",2,0
"7787","Adoption",0,"lateday","Tuesday","Female",0,1,0,1,"Mix","Sporting",2,1
"7788","Return_to_owner",1,"midday","Sunday","Male",0,1,0,1,"Mix","Sporting",2,0
"7789","Return_to_owner",1,"midday","Friday","Male",1,11,2,1,"Mix","Sporting",2,0
"7790","Adoption",1,"lateday","Monday","Male",0,1,0,1,"Mix","Sporting",2,1
"7791","Return_to_owner",1,"midday","Tuesday","Male",1,6,1,0,"Simple","Sporting",2,0
"7792","Adoption",1,"lateday","Wednesday","Female",0,0,0,0,"Multiple","Sporting",2,0
"7793","Adoption",0,"lateday","Sunday","Female",0,1,0,1,"Mix","Sporting",2,0
"7794","Transfer",0,"lateday","Saturday","Male",1,0,0,1,"Mix","Sporting",2,0
"7795","Return_to_owner",1,"midday","Sunday","Female",0,7,2,1,"Mix","Sporting",2,1
"7796","Transfer",1,"midday","Monday","Male",1,4,1,0,"Simple","Sporting",2,0
"7797","Return_to_owner",1,"lateday","Monday","Female",0,7,2,1,"Mix","Sporting",2,0
"7798","Transfer",1,"lateday","Tuesday","Male",1,0,0,0,"Multiple","Sporting",2,1
"7799","Adoption",1,"lateday","Thursday","Male",0,0,0,1,"Mix","Sporting",2,0
"7800","Adoption",1,"lateday","Monday","Male",0,2,1,1,"Mix","Sporting",2,0
"7801","Adoption",1,"lateday","Saturday","Male",0,4,1,0,"Multiple","Sporting",2,0
"7802","Return_to_owner",1,"lateday","Wednesday","Female",0,4,1,0,"Multiple","Sporting",2,0
"7803","Return_to_owner",1,"lateday","Monday","Male",1,1,0,1,"Mix","Sporting",2,0
"7804","Return_to_owner",1,"lateday","Monday","Male",0,13,2,0,"Simple","Sporting",2,0
"7805","Return_to_owner",1,"midday","Tuesday","Male",1,1,0,0,"Multiple","Sporting",2,0
"7806","Euthanasia",1,"morning","Friday","Male",1,2,1,1,"Mix","Sporting",2,0
"7807","Return_to_owner",1,"lateday","Saturday","Male",0,3,1,1,"Mix","Sporting",2,0
"7808","Adoption",1,"lateday","Friday","Male",0,3,1,0,"Multiple","Sporting",2,0
"7809","Adoption",1,"midday","Friday","Female",0,2,1,1,"Mix","Sporting",2,0
"7810","Return_to_owner",1,"lateday","Thursday","Male",1,6,1,1,"Mix","Sporting",2,0
"7811","Transfer",1,"midday","Thursday","Male",1,0,0,0,"Multiple","Sporting",2,1
"7812","Transfer",0,"midday","Tuesday","Male",1,0,0,1,"Mix","Sporting",2,0
"7813","Adoption",1,"midday","Wednesday","Female",0,6,1,1,"Mix","Sporting",2,1
"7814","Return_to_owner",1,"midday","Wednesday","Female",0,8,2,0,"Simple","Sporting",2,0
"7815","Adoption",1,"lateday","Friday","Female",0,6,1,0,"Multiple","Sporting",2,0
"7816","Adoption",1,"midday","Thursday","Female",0,2,1,0,"Multiple","Sporting",2,1
"7817","Return_to_owner",1,"midday","Saturday","Male",1,2,1,0,"Multiple","Sporting",2,0
"7818","Transfer",1,"midday","Friday","Male",1,10,2,0,"Simple","Sporting",2,1
"7819","Adoption",1,"lateday","Saturday","Male",0,2,1,0,"Multiple","Sporting",2,1
"7820","Transfer",0,"lateday","Saturday","Female",1,0,0,1,"Mix","Sporting",2,0
"7821","Adoption",1,"lateday","Sunday","Male",0,1,0,0,"Multiple","Sporting",2,1
"7822","Adoption",1,"midday","Sunday","Male",0,4,1,0,"Multiple","Sporting",2,1
"7823","Adoption",1,"lateday","Sunday","Male",0,2,1,0,"Multiple","Sporting",2,0
"7824","Return_to_owner",1,"lateday","Wednesday","Female",0,5,1,1,"Mix","Sporting",2,0
"7825","Transfer",1,"lateday","Saturday","Female",0,4,1,0,"Simple","Sporting",2,0
"7826","Transfer",1,"midday","Friday","Male",0,4,1,0,"Multiple","Sporting",2,1
"7827","Died",0,"midday","Tuesday","Female",1,2,1,0,"Multiple","Sporting",2,0
"7828","Adoption",1,"lateday","Friday","Female",0,1,0,1,"Mix","Sporting",2,0
"7829","Transfer",1,"midday","Tuesday","Male",1,1,0,0,"Simple","Sporting",2,0
"7830","Return_to_owner",1,"midday","Thursday","Male",0,8,2,1,"Mix","Sporting",2,0
"7831","Adoption",0,"lateday","Friday","Male",0,0,0,1,"Mix","Sporting",2,1
"7832","Return_to_owner",1,"midday","Sunday","Female",0,7,2,0,"Multiple","Sporting",2,0
"7833","Adoption",1,"midday","Thursday","Male",1,2,1,0,"Multiple","Sporting",2,1
"7834","Return_to_owner",1,"lateday","Monday","Male",0,4,1,1,"Mix","Sporting",2,1
"7835","Adoption",1,"lateday","Sunday","Male",0,0,0,1,"Mix","Sporting",2,0
"7836","Adoption",1,"lateday","Sunday","Female",0,0,0,1,"Mix","Sporting",2,1
"7837","Return_to_owner",1,"lateday","Friday","Male",0,1,0,1,"Mix","Sporting",2,0
"7838","Adoption",0,"lateday","Thursday","Female",0,2,1,0,"Multiple","Sporting",2,1
"7839","Adoption",1,"lateday","Wednesday","Male",0,2,1,1,"Mix","Sporting",2,0
"7840","Adoption",1,"midday","Saturday","Male",0,0,0,1,"Mix","Sporting",2,0
"7841","Transfer",1,"lateday","Thursday","Male",0,7,2,1,"Mix","Sporting",2,0
"7842","Adoption",1,"midday","Wednesday","Female",0,4,1,1,"Mix","Sporting",2,0
"7843","Return_to_owner",1,"lateday","Saturday","Male",0,6,1,1,"Mix","Sporting",2,0
"7844","Return_to_owner",1,"midday","Tuesday","Female",0,9,2,1,"Mix","Sporting",2,0
"7845","Return_to_owner",1,"midday","Sunday","Female",0,11,2,1,"Mix","Sporting",2,0
"7846","Adoption",1,"lateday","Tuesday","Male",0,2,1,0,"Multiple","Sporting",2,1
"7847","Return_to_owner",1,"midday","Saturday","Female",1,3,1,1,"Mix","Sporting",2,0
"7848","Transfer",1,"midday","Friday","Female",1,1,0,1,"Mix","Sporting",2,0
"7849","Return_to_owner",1,"lateday","Tuesday","Male",0,1,0,1,"Mix","Sporting",2,0
"7850","Return_to_owner",1,"lateday","Friday","Male",0,10,2,1,"Mix","Sporting",2,1
"7851","Return_to_owner",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Sporting",2,0
"7852","Adoption",1,"lateday","Wednesday","Male",0,1,0,0,"Simple","Sporting",2,0
"7853","Return_to_owner",1,"midday","Sunday","Male",0,6,1,1,"Mix","Sporting",2,0
"7854","Return_to_owner",1,"lateday","Friday","Female",0,0,0,1,"Mix","Sporting",2,0
"7855","Return_to_owner",1,"lateday","Saturday","Female",0,3,1,1,"Mix","Sporting",2,0
"7856","Adoption",0,"midday","Saturday","Female",0,0,0,1,"Mix","Sporting",2,0
"7857","Adoption",1,"lateday","Sunday","Male",0,2,1,0,"Multiple","Sporting",2,0
"7858","Transfer",1,"midday","Wednesday","Female",0,2,1,0,"Multiple","Sporting",2,0
"7859","Adoption",1,"lateday","Tuesday","Female",0,1,0,1,"Mix","Sporting",2,0
"7860","Return_to_owner",1,"midday","Sunday","Female",0,2,1,1,"Mix","Sporting",2,0
"7861","Return_to_owner",1,"lateday","Monday","Male",0,11,2,0,"Simple","Sporting",2,0
"7862","Adoption",1,"morning","Monday","Male",0,2,1,0,"Multiple","Sporting",2,0
"7863","Adoption",1,"lateday","Wednesday","Female",0,0,0,1,"Mix","Sporting",2,0
"7864","Transfer",1,"midday","Sunday","Female",0,2,1,0,"Multiple","Sporting",2,0
"7865","Transfer",0,"midday","Friday","Male",0,3,1,1,"Mix","Sporting",2,0
"7866","Return_to_owner",1,"midday","Wednesday","Female",0,1,0,1,"Mix","Sporting",2,0
"7867","Return_to_owner",1,"midday","Wednesday","Male",1,2,1,1,"Mix","Sporting",2,0
"7868","Adoption",1,"midday","Saturday","Male",0,9,2,1,"Mix","Sporting",2,1
"7869","Transfer",1,"midday","Sunday","Male",1,9,2,0,"Simple","Sporting",2,0
"7870","Return_to_owner",1,"midday","Sunday","Male",0,9,2,1,"Mix","Sporting",2,0
"7871","Return_to_owner",1,"midday","Thursday","Female",0,11,2,1,"Mix","Sporting",2,0
"7872","Transfer",1,"midday","Wednesday","Male",0,2,1,0,"Multiple","Sporting",2,1
"7873","Adoption",0,"midday","Wednesday","Male",0,0,0,1,"Mix","Sporting",2,0
"7874","Adoption",1,"lateday","Tuesday","Female",0,0,0,1,"Mix","Sporting",2,1
"7875","Return_to_owner",1,"midday","Monday","Female",0,12,2,0,"Simple","Sporting",2,0
"7876","Return_to_owner",1,"midday","Sunday","Male",0,0,0,1,"Mix","Working",3,1
"7877","Return_to_owner",1,"lateday","Monday","Female",0,3,1,1,"Mix","Working",3,0
"7878","Transfer",0,"midday","Monday","Male",1,0,0,1,"Mix","Working",3,1
"7879","Return_to_owner",1,"lateday","Sunday","Male",0,1,0,0,"Simple","Working",3,1
"7880","Return_to_owner",1,"lateday","Monday","Male",0,4,1,0,"Simple","Working",3,1
"7881","Adoption",1,"lateday","Sunday","Male",0,1,0,0,"Multiple","Working",3,1
"7882","Return_to_owner",1,"midday","Wednesday","Male",0,5,1,1,"Mix","Working",3,1
"7883","Return_to_owner",1,"lateday","Sunday","Male",0,4,1,0,"Multiple","Working",3,1
"7884","Adoption",1,"lateday","Sunday","Male",0,2,1,0,"Multiple","Working",3,0
"7885","Transfer",1,"lateday","Tuesday","Male",0,3,1,1,"Mix","Working",3,1
"7886","Return_to_owner",1,"lateday","Tuesday","Male",0,5,1,1,"Mix","Working",3,1
"7887","Adoption",1,"lateday","Thursday","Male",0,2,1,1,"Mix","Working",3,0
"7888","Return_to_owner",1,"midday","Tuesday","Male",0,3,1,1,"Mix","Working",3,0
"7889","Adoption",1,"lateday","Thursday","Female",0,1,0,0,"Multiple","Working",3,1
"7890","Transfer",0,"lateday","Thursday","Male",0,1,0,1,"Mix","Working",3,0
"7891","Adoption",1,"midday","Saturday","Male",0,4,1,0,"Multiple","Working",3,0
"7892","Transfer",1,"lateday","Friday","Female",0,7,2,0,"Simple","Working",3,1
"7893","Transfer",1,"midday","Sunday","Male",0,1,0,0,"Multiple","Working",3,0
"7894","Transfer",1,"midday","Thursday","Female",0,4,1,0,"Simple","Working",3,0
"7895","Return_to_owner",1,"lateday","Wednesday","Male",0,1,0,0,"Multiple","Working",3,1
"7896","Transfer",1,"midday","Wednesday","Male",1,1,0,1,"Mix","Working",3,1
"7897","Adoption",1,"lateday","Saturday","Male",0,1,0,0,"Multiple","Working",3,1
"7898","Transfer",1,"midday","Wednesday","Male",0,1,0,0,"Multiple","Working",3,1
"7899","Transfer",1,"midday","Tuesday","Female",0,3,1,0,"Simple","Working",3,1
"7900","Transfer",0,"midday","Tuesday","Male",0,6,1,1,"Mix","Working",3,1
"7901","Adoption",1,"lateday","Sunday","Female",0,2,1,1,"Mix","Working",3,1
"7902","Transfer",1,"midday","Monday","Female",0,6,1,1,"Mix","Working",3,1
"7903","Transfer",1,"lateday","Thursday","Male",0,2,1,1,"Mix","Working",3,1
"7904","Transfer",0,"midday","Monday","Female",0,5,1,0,"Simple","Working",3,1
"7905","Return_to_owner",1,"lateday","Sunday","Female",0,1,0,0,"Simple","Working",3,1
"7906","Euthanasia",1,"midday","Thursday","Male",0,1,0,1,"Mix","Working",3,1
"7907","Return_to_owner",1,"lateday","Monday","Male",1,1,0,0,"Multiple","Working",3,1
"7908","Return_to_owner",1,"midday","Saturday","Male",0,6,1,0,"Simple","Working",3,1
"7909","Return_to_owner",1,"midday","Sunday","Male",0,5,1,1,"Mix","Working",3,1
"7910","Return_to_owner",1,"midday","Thursday","Female",0,4,1,1,"Mix","Working",3,0
"7911","Adoption",1,"lateday","Saturday","Male",0,1,0,1,"Mix","Working",3,1
"7912","Adoption",1,"midday","Thursday","Male",0,3,1,0,"Multiple","Working",3,1
"7913","Return_to_owner",1,"midday","Sunday","Male",0,2,1,0,"Multiple","Working",3,1
"7914","Adoption",1,"midday","Saturday","Female",0,1,0,1,"Mix","Working",3,1
"7915","Return_to_owner",1,"midday","Friday","Male",0,1,0,0,"Simple","Working",3,1
"7916","Return_to_owner",1,"lateday","Tuesday","Female",0,3,1,1,"Mix","Working",3,0
"7917","Adoption",1,"lateday","Thursday","Male",0,2,1,0,"Multiple","Working",3,0
"7918","Adoption",1,"lateday","Sunday","Female",0,2,1,1,"Mix","Working",3,0
"7919","Return_to_owner",1,"lateday","Tuesday","Male",0,2,1,1,"Mix","Working",3,0
"7920","Return_to_owner",1,"midday","Sunday","Female",0,13,2,1,"Mix","Working",3,0
"7921","Return_to_owner",1,"midday","Sunday","Male",0,3,1,1,"Mix","Working",3,1
"7922","Return_to_owner",1,"midday","Saturday","Male",0,8,2,0,"Simple","Working",3,1
"7923","Return_to_owner",1,"lateday","Thursday","Male",0,2,1,1,"Mix","Working",3,1
"7924","Transfer",1,"midday","Sunday","Female",1,3,1,0,"Simple","Working",3,0
"7925","Adoption",1,"lateday","Friday","Female",0,3,1,0,"Multiple","Working",3,1
"7926","Return_to_owner",1,"lateday","Thursday","Male",0,2,1,0,"Multiple","Working",3,1
"7927","Adoption",1,"lateday","Wednesday","Female",0,1,0,1,"Mix","Working",3,0
"7928","Transfer",0,"midday","Saturday","Male",0,0,0,0,"Multiple","Working",3,1
"7929","Adoption",0,"morning","Tuesday","Male",0,1,0,1,"Mix","Working",3,0
