AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A685278,Pistachio,8/12/14 15:32,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A707136,Grace Kelly,7/22/15 9:32,Transfer,Partner,Dog,Intact Female,2 years,Bull Terrier Mix,Tan/White
A708452,Mumble,8/4/15 18:17,Return_to_owner,NA,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
A702543,Lacey,5/24/15 12:54,Adoption,NA,Dog,Spayed Female,2 years,Chihuahua Longhair Mix,Tricolor
A661699,NA,10/20/13 12:27,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A704675,Annie,9/29/15 18:16,Adoption,Foster,Dog,Spayed Female,3 months,Dachshund Wirehair/Miniature Poodle,Black/Tan
A715294,Peewee,11/5/15 17:09,Return_to_owner,NA,Dog,Neutered Male,1 year,Pit Bull/Plott Hound,Brown Brindle
A668689,Mercedes,12/13/13 17:47,Adoption,NA,Dog,Spayed Female,6 months,German Shepherd Mix,Sable
A603621,Baby,4/23/15 17:16,Return_to_owner,NA,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown
A673664,NA,3/1/14 14:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Blue Tabby
A716629,NA,11/22/15 12:55,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby
A669982,Wrigley,1/5/14 17:01,Adoption,NA,Dog,Spayed Female,1 year,German Shorthair Pointer Mix,Chocolate/White
A682836,NA,7/10/14 17:57,Adoption,NA,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Brown Tabby
A714607,Bodhi,1/10/16 12:40,Adoption,NA,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White
A668198,Sally,5/23/14 17:16,Adoption,NA,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A665073,Gracie,11/11/13 14:16,Transfer,Partner,Dog,Intact Female,3 months,Basenji Mix,Red/White
A687410,NA,8/22/15 12:14,Adoption,NA,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White
A704704,Tyson,6/8/15 19:17,Return_to_owner,NA,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Brown/White
A534548,Chloe,5/9/14 13:53,Adoption,NA,Dog,Spayed Female,6 years,Parson Russell Terrier Mix,White/Black
A683577,Ginger,7/16/14 17:48,Adoption,NA,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Tan
A683303,NA,7/9/14 10:33,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Longhair Mix,Black
A716817,Rosie,11/30/15 16:20,Euthanasia,Suffering,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black
A688568,Lucas,9/25/14 16:39,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A677582,Prancer,5/5/14 18:10,Adoption,NA,Dog,Neutered Male,1 year,Chihuahua Shorthair/Pug,Brown
A674167,Kevin,11/29/14 19:01,Adoption,NA,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Black/White
A673382,Zooey,2/24/14 18:57,Return_to_owner,NA,Dog,Spayed Female,2 years,French Bulldog Mix,Fawn
A677562,NA,4/27/14 12:51,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie
A673464,Wilma,2/28/14 14:39,Adoption,NA,Dog,Spayed Female,1 year,Beagle/Chinese Sharpei,Tricolor
A719663,Rocky,2/13/16 15:26,Adoption,NA,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Black/White
A712780,Rocky,9/29/15 15:54,Return_to_owner,NA,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Tricolor
A695251,NA,1/22/15 14:17,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A686504,Angel Marie,12/5/14 17:15,Adoption,NA,Dog,Spayed Female,7 months,Cairn Terrier,Tan
A691342,Charlie,1/4/15 16:30,Adoption,NA,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Orange Tabby
A669511,NA,12/28/13 17:44,Adoption,NA,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A706890,Lott,7/5/15 14:38,Return_to_owner,NA,Dog,Neutered Male,11 years,Labrador Retriever Mix,Chocolate
A714557,NA,10/25/15 15:22,Euthanasia,Suffering,Cat,Unknown,1 month,Domestic Shorthair Mix,Black
A711717,Kibo,9/16/15 17:35,Return_to_owner,NA,Dog,Neutered Male,2 years,Pit Bull Mix,Red/White
A706072,Firecracker,6/29/15 12:41,Transfer,Partner,Dog,Intact Male,2 years,Shih Tzu,Black/White
A689346,Daryl,10/13/14 14:54,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby/White
A679864,Toby,6/14/14 13:00,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby
A713634,Lady,10/23/15 14:59,Transfer,Partner,Dog,Intact Female,4 years,Mastiff/Rottweiler,Black/Brown Brindle
A699748,Jasmine,5/22/15 18:01,Adoption,NA,Dog,Spayed Female,2 years,Pit Bull Mix,Fawn/White
A664597,Phoebe,10/11/13 14:00,Transfer,Partner,Dog,Intact Female,4 months,Pit Bull Mix,Blue/White
A714062,Deanna,10/24/15 15:42,Adoption,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie/White
A685595,Gabriel,3/26/15 9:07,Euthanasia,Aggressive,Dog,Neutered Male,1 year,Catahoula Mix,White
A713831,Bella,10/14/15 13:33,Return_to_owner,NA,Dog,Spayed Female,7 years,Staffordshire Mix,Black Brindle/White
A699937,Gordo,4/13/15 0:00,Transfer,Partner,Dog,Neutered Male,8 years,Labrador Retriever Mix,Chocolate
A693551,Pepper,12/12/14 12:00,Euthanasia,Behavior,Dog,Neutered Male,13 years,Chihuahua Shorthair/Yorkshire Terrier,Brown/Black
A665586,Timmy,10/25/13 15:08,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair,White/Orange
A681550,NA,7/9/14 18:07,Transfer,Partner,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Brown/White
A691343,NA,11/8/14 18:22,Adoption,NA,Dog,Spayed Female,2 months,Australian Shepherd Mix,White/Black
A676830,Butter,10/8/15 8:50,Adoption,Foster,Dog,Neutered Male,1 year,Finnish Spitz Mix,Tan
A684200,NA,7/27/14 12:07,Return_to_owner,NA,Dog,Intact Female,3 weeks,Pit Bull Mix,Black/White
A684236,Shabba,7/26/14 11:55,Adoption,NA,Dog,Neutered Male,2 months,Black Mouth Cur Mix,Tan/White
A711388,Homer,9/14/15 13:43,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Buff
A712741,Cosima,10/11/15 13:17,Adoption,NA,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White
A704072,NA,6/1/15 13:46,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue/White
A718260,Jax,12/30/15 14:15,Return_to_owner,NA,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White
A702610,Jordan,5/16/15 15:42,Transfer,Partner,Dog,Intact Male,4 months,Pit Bull Mix,White
A706496,NA,7/3/15 9:30,Died,In Kennel,Cat,Unknown,5 days,Domestic Shorthair Mix,Brown Tabby/White
A696607,Sugar,3/19/15 14:25,Adoption,NA,Dog,Spayed Female,4 years,German Shepherd Mix,White
A693710,Roscoe,12/21/14 17:28,Adoption,NA,Dog,Neutered Male,10 months,Catahoula Mix,Tan/White
A704989,Katina,6/12/15 9:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A688068,NA,9/15/14 9:00,Transfer,SCRP,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby
A668588,NA,12/15/13 16:58,Adoption,NA,Dog,Neutered Male,2 years,Pointer/Boxer,White/Brown Brindle
A671759,Jojo,5/31/14 12:08,Adoption,NA,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Tricolor
A703406,NA,5/24/15 13:36,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie/White
A696014,NA,1/28/15 17:47,Euthanasia,Suffering,Dog,Intact Male,10 months,Queensland Heeler/Pit Bull,Red Merle/White
A700371,Zeus,5/1/15 12:43,Transfer,Partner,Dog,Intact Male,6 months,Pit Bull Mix,White/Black
A652261,Puffy,1/18/14 11:58,Transfer,Partner,Dog,Spayed Female,11 months,Siberian Husky,Cream/White
A665714,Fridy Katy,11/25/13 14:52,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Black/White
A666317,Jackson,11/4/13 12:08,Adoption,NA,Dog,Neutered Male,2 months,Leonberger Mix,Tan/Black
A667080,Garfunkel,11/21/13 13:49,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Tan
A673674,NA,3/1/14 14:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,White
A700466,Jackson,4/24/15 14:36,Return_to_owner,NA,Dog,Neutered Male,2 years,Chihuahua Longhair Mix,Brown
A667439,Porter,11/23/13 13:43,Transfer,Partner,Dog,Neutered Male,2 years,German Shepherd Mix,Tan/Black
A693794,NA,2/7/15 18:55,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Brown/Red Tick
A678493,NA,5/9/14 15:28,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese Mix,Tortie Point
A691729,NA,11/9/14 9:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A705945,Amanda,6/24/15 14:03,Transfer,Partner,Dog,Spayed Female,1 month,Yorkshire Terrier Mix,Black/Tan
A690609,Luigi,10/30/14 17:32,Adoption,NA,Dog,Neutered Male,8 months,Australian Cattle Dog Mix,White/Cream
A706574,NA,7/3/15 13:59,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,White/Blue
A678962,NA,5/14/14 17:12,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A659039,Eddie,10/13/13 18:25,Adoption,NA,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A715065,Princess,11/1/15 12:00,Return_to_owner,NA,Dog,Spayed Female,1 year,Miniature Poodle Mix,White
A697584,Jessie,3/3/15 18:20,Adoption,NA,Dog,Spayed Female,2 months,German Shepherd/Labrador Retriever,Tricolor
A662137,Hercules,6/1/14 19:04,Adoption,NA,Dog,Neutered Male,1 year,American Bulldog Mix,Brown/White
A674879,NA,3/23/14 17:08,Transfer,Partner,Dog,Neutered Male,2 months,Miniature Poodle/Miniature Schnauzer,Tricolor
A701205,Chapo,5/1/15 15:50,Return_to_owner,NA,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle
A669193,Daisy,12/23/13 17:22,Return_to_owner,NA,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
A706037,NA,6/24/15 11:43,Transfer,Partner,Cat,Unknown,6 days,Domestic Shorthair Mix,Black/White
A700782,Puppy,4/26/15 14:12,Adoption,NA,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White
A711335,Samson,9/13/15 19:04,Adoption,NA,Dog,Neutered Male,5 years,Dachshund Mix,Brown/Black
A700858,Lucky,4/21/15 12:38,Return_to_owner,NA,Dog,Spayed Female,15 years,Chihuahua Shorthair Mix,Tan
A677605,Jr,6/12/15 15:06,Euthanasia,Suffering,Dog,Neutered Male,11 years,Australian Shepherd,Black/White
A709681,NA,8/12/15 14:19,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White
A689195,NA,10/4/14 16:20,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Black
A681075,Ghost,11/23/14 17:49,Return_to_owner,NA,Dog,Neutered Male,1 year,Pit Bull Mix,White
A685645,NA,8/15/14 12:22,Transfer,Partner,Dog,Intact Male,6 months,Catahoula Mix,Brown/Tan
A697649,Lily,3/7/15 18:02,Adoption,NA,Dog,Spayed Female,1 year,Rat Terrier/Chihuahua Shorthair,Tricolor
A693270,Echo,1/30/15 19:04,Adoption,Foster,Dog,Neutered Male,1 month,Beagle/German Shepherd,Black/Brown
A697413,B.J.,2/25/15 11:50,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie
A688710,Guerro,9/23/14 17:29,Return_to_owner,NA,Dog,Neutered Male,5 years,Chihuahua Longhair Mix,Tan/White
A684577,King,7/25/14 19:16,Return_to_owner,NA,Dog,Neutered Male,8 years,Dachshund Mix,Brown
A688617,NA,9/21/14 15:29,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A676345,Parker,8/5/14 8:12,Euthanasia,Aggressive,Dog,Neutered Male,3 years,Norfolk Terrier/Yorkshire Terrier,Tan/Black
A718340,Coco,1/6/16 0:00,Transfer,Partner,Dog,Spayed Female,2 years,Border Collie Mix,Black/White
A702311,NA,5/13/15 9:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A682854,Kaui,7/6/14 12:49,Return_to_owner,NA,Dog,Spayed Female,15 years,Labrador Retriever Mix,Yellow
A688192,Roti/Haji,9/25/14 11:34,Return_to_owner,NA,Cat,Neutered Male,5 years,Ragdoll Mix,Blue Point
A701856,Pepper,5/12/15 12:13,Transfer,Partner,Dog,Spayed Female,4 months,Labrador Retriever Mix,Black/White
A704400,Kevin,6/7/15 15:17,Adoption,NA,Dog,Neutered Male,4 years,Dachshund/Yorkshire Terrier,Red
A687061,Blue,9/18/14 18:51,Adoption,NA,Dog,Spayed Female,3 months,Pit Bull Mix,Blue/White
A715719,NA,11/11/15 19:24,Return_to_owner,NA,Dog,Intact Male,2 years,Dachshund Longhair/Chihuahua Longhair,Black/Tan
A665890,Chase,11/4/13 12:15,Adoption,NA,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown
A711260,NA,10/24/15 18:34,Adoption,Foster,Dog,Spayed Female,1 month,Flat Coat Retriever/Papillon,Black/White
A690469,Georgia Grac,10/25/14 17:44,Adoption,NA,Dog,Spayed Female,1 year,Chihuahua Shorthair/Border Terrier,Red
A679348,NA,6/1/14 17:03,Adoption,NA,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Buff
A711843,NA,9/13/15 9:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Longhair Mix,Tortie
A659832,Cooper,1/20/14 13:10,Adoption,Foster,Dog,Neutered Male,5 months,Labrador Retriever/Rhod Ridgeback,Brown
A694914,NA,1/7/15 9:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Longhair Mix,Black/White
A700252,Spot,1/13/16 18:24,Return_to_owner,NA,Dog,Neutered Male,1 year,American Bulldog Mix,White/Brown Brindle
A692077,Sasha,11/26/14 12:13,Transfer,Partner,Dog,Spayed Female,4 years,Beagle Mix,Tricolor
A701401,Jill,5/19/15 14:18,Transfer,Partner,Dog,Intact Female,4 years,Greyhound,Tan/Black
A683509,Ennis,7/19/14 16:35,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A667724,Romeo,11/26/13 7:59,Transfer,Partner,Dog,Neutered Male,2 months,German Shepherd Mix,Tan/Black
A678623,NA,5/15/14 16:30,Transfer,Partner,Dog,Spayed Female,2 years,Miniature Schnauzer Mix,Gray/White
A685677,Howdy,9/2/14 18:31,Adoption,NA,Dog,Neutered Male,8 years,Siberian Husky Mix,Brown/White
A664242,Lizzard,10/30/13 18:35,Return_to_owner,NA,Dog,Spayed Female,2 months,Pit Bull Mix,Brown Brindle/White
A699769,Roger Rabbit,4/2/15 0:00,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,White/Black
A378818,Zoe,7/7/14 16:34,Return_to_owner,NA,Dog,Spayed Female,10 years,Weimaraner Mix,Tan
A696631,Bella,2/9/15 11:33,Return_to_owner,NA,Dog,Intact Female,3 years,English Bulldog,Tan/White
A666933,Tiger Lilly,11/18/13 14:11,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A669228,NA,12/18/13 14:00,Transfer,SCRP,Cat,Unknown,4 months,Domestic Shorthair Mix,White/Brown Tabby
A716787,Ridley,12/5/15 14:22,Adoption,NA,Cat,Spayed Female,2 months,Domestic Longhair Mix,Calico
A703983,Victoria,12/27/15 11:37,Transfer,Partner,Dog,Spayed Female,1 year,Carolina Dog Mix,Tan/White
A673508,Holly,3/8/14 15:43,Adoption,NA,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown/White
A704669,NA,6/8/15 10:47,Euthanasia,Rabies Risk,Cat,Unknown,3 months,Domestic Shorthair Mix,Brown Tabby
A679516,Tillie,6/11/14 11:09,Transfer,Partner,Dog,Spayed Female,10 years,Shetland Sheepdog,Black/Brown
A690297,NA,10/19/14 19:02,Euthanasia,Suffering,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A709297,Sirius,1/9/16 16:17,Adoption,NA,Dog,Neutered Male,2 years,German Shepherd Mix,Black/White
A707943,London,7/24/15 16:50,Adoption,NA,Dog,Spayed Female,1 month,Rottweiler Mix,Black/Tan
A702050,NA,5/8/15 15:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Blue Tabby
A671094,Gina,1/29/14 15:07,Transfer,Partner,Dog,Spayed Female,4 months,Australian Cattle Dog Mix,Black/White
A720612,Cocoa,2/14/16 13:25,Return_to_owner,NA,Dog,Spayed Female,10 years,Rat Terrier Mix,White/Brown
A712327,Luna,10/8/15 14:21,Adoption,NA,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black/White
A683001,Moonpie,7/14/14 18:55,Adoption,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A681506,Alex,7/8/14 12:34,Adoption,NA,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Brown
A693215,Lola,3/20/15 14:44,Transfer,Partner,Dog,Spayed Female,5 years,Australian Cattle Dog/Pointer,White/Black
A610320,Peter,2/11/15 19:00,Adoption,NA,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby
A671439,Faith,1/24/14 13:28,Euthanasia,Suffering,Dog,Spayed Female,14 years,Boxer Mix,Tan/White
A705127,NA,6/13/15 14:32,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A649385,Dusty,10/10/13 9:59,Euthanasia,Aggressive,Dog,Spayed Female,4 years,Pit Bull Mix,Blue/White
A707297,Dot,9/11/15 13:07,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Longhair,Tricolor/Brown
A708368,Kountry,7/30/15 17:15,Adoption,NA,Dog,Spayed Female,3 months,Pit Bull/Catahoula,Brown/White
A705907,Snow,9/16/15 16:12,Transfer,Partner,Dog,Spayed Female,11 months,Siberian Husky Mix,White/Black
A717944,Lassie,12/23/15 19:02,Adoption,NA,Dog,Spayed Female,9 months,Chihuahua Longhair Mix,Brown/Black
A689010,Daisy,3/5/15 14:29,Adoption,NA,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A711537,NA,9/12/15 14:02,Transfer,Partner,Dog,Intact Female,5 months,German Shepherd Mix,Tricolor
A667405,NA,11/21/13 16:45,Transfer,Partner,Dog,Neutered Male,7 years,Beagle Mix,Tricolor
A688983,Captain,10/1/14 18:43,Adoption,NA,Dog,Neutered Male,2 years,Miniature Schnauzer/Miniature Poodle,White
A709171,NA,8/10/15 9:37,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue/White
A682041,Nicholas,7/2/14 14:34,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A706328,Boss Hogg,7/21/15 11:34,Adoption,NA,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Brown
A536132,Alice,12/7/15 12:52,Transfer,Partner,Dog,Spayed Female,6 years,Labrador Retriever Mix,Brown/Black
A655545,Shortround,1/4/14 17:52,Adoption,NA,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Silver Tabby/White
A707253,Goowa,1/29/16 16:57,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Apricot/Brown
A680731,Boo Boo,6/6/14 18:52,Euthanasia,Suffering,Cat,Unknown,10 years,Domestic Medium Hair Mix,Black/White
A704613,NA,6/6/15 19:06,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black/White
A695214,Penelope,1/18/15 12:02,Adoption,NA,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Buff/Tan
A678271,NA,7/13/14 17:19,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A686261,Jackson,8/29/14 17:59,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red/White
A682548,Slugger,7/3/14 11:57,Adoption,NA,Dog,Neutered Male,2 years,Shetland Sheepdog Mix,Black/White
A679262,NA,5/18/14 15:36,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby/White
A695531,Harvey,1/17/15 17:22,Return_to_owner,NA,Dog,Neutered Male,6 years,Golden Retriever Mix,Brown
A686014,NA,8/18/14 15:34,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever/Pointer,Black
A680357,Gilbert,6/20/14 18:51,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A673929,NA,3/7/14 13:57,Return_to_owner,NA,Cat,Spayed Female,4 years,Angora Mix,White
A714472,Leo,12/24/15 11:40,Adoption,NA,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A693312,NA,12/10/14 15:23,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Yellow
A714282,Deliah,11/13/15 18:36,Transfer,Partner,Dog,Spayed Female,5 years,Labrador Retriever Mix,Tan
A699815,Bailey,4/6/15 17:36,Adoption,NA,Dog,Spayed Female,5 months,Chihuahua Longhair Mix,Tan/White
A697198,Hattrick,2/22/15 11:52,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Torbie/White
A663168,Archer,10/14/13 18:44,Return_to_owner,NA,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle
A709658,Slava,8/13/15 11:54,Return_to_owner,NA,Dog,Neutered Male,14 years,Siberian Husky,Black/White
A719219,Penny,2/14/16 15:44,Adoption,NA,Dog,Spayed Female,2 years,Pit Bull Mix,Brown
A704278,Candy,6/7/15 18:37,Adoption,NA,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Red/White
A706081,Diamond,6/24/15 19:17,Return_to_owner,NA,Dog,Neutered Male,2 years,Australian Shepherd Mix,Brown Brindle
A693752,Lucas,12/14/14 14:55,Transfer,Partner,Dog,Intact Male,2 months,Border Terrier/Labrador Retriever,White/Cream
A672091,NA,2/4/14 10:58,Euthanasia,Suffering,Dog,Intact Female,2 years,Border Collie/Labrador Retriever,Chocolate/White
A716800,Ernie,12/31/15 14:24,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A707478,Junebug,8/16/15 17:28,Adoption,NA,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Black/White
A720195,Blaze,2/8/16 17:05,Transfer,Partner,Dog,Spayed Female,3 years,Siberian Husky Mix,Black/White
A705839,NA,6/23/15 12:03,Transfer,Partner,Dog,Intact Female,6 months,Pug/Pit Bull,Tan/White
A686185,Ricky,9/5/14 15:07,Transfer,Partner,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White
A706470,NA,7/9/15 17:52,Adoption,NA,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue Tabby/White
A693453,Bartholomew,1/4/15 19:02,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A717179,NA,12/3/15 16:14,Transfer,Partner,Dog,Unknown,1 week,Labrador Retriever Mix,White
A704552,Gordy,7/18/15 20:20,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A695954,NA,1/26/15 19:38,Euthanasia,Suffering,Dog,Intact Female,5 years,Chinese Sharpei Mix,Tan/Brown
A669126,Vixen,12/19/13 11:45,Transfer,Partner,Dog,Spayed Female,3 years,Pekingese Mix,Tan/Black
A693323,Rocky,1/12/15 13:17,Adoption,NA,Dog,Neutered Male,1 year,Parson Russell Terrier Mix,White/Orange
A691194,NA,11/9/14 18:54,Adoption,NA,Dog,Neutered Male,1 year,Dachshund/Chihuahua Shorthair,Brown Merle
A430953,Jake,4/5/14 18:29,Return_to_owner,NA,Dog,Neutered Male,10 years,Cocker Spaniel,Red
A675009,Daisy,3/30/14 12:13,Adoption,NA,Dog,Spayed Female,5 years,Chihuahua Shorthair/Dachshund,Black/Brown
A708399,NA,7/28/15 11:29,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A688141,Cassandra,9/29/14 14:04,Transfer,Partner,Dog,Intact Female,4 months,Doberman Pinsch,Black/Tan
A684411,Apollo,8/5/14 12:22,Adoption,NA,Dog,Neutered Male,3 years,Pit Bull Mix,White/Chocolate
A676940,Ace,4/17/14 13:24,Euthanasia,Rabies Risk,Dog,Intact Male,7 years,Chihuahua Shorthair Mix,Brown/White
A668530,NA,12/6/13 16:57,Euthanasia,Aggressive,Dog,Intact Female,2 years,Miniature Pinscher/Australian Cattle Dog,Black/Tan
A716704,NA,11/24/15 12:22,Transfer,Partner,Cat,Intact Female,4 months,Manx,Black/White
A707383,Poldark,7/29/15 15:51,Transfer,Partner,Dog,Intact Male,3 months,Anatol Shepherd/Australian Shepherd,Tricolor
A695308,Dolly,1/14/15 14:19,Return_to_owner,NA,Dog,Spayed Female,13 years,Chihuahua Shorthair/Rat Terrier,White/Tricolor
A703362,Hank,7/18/15 20:09,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A688413,NA,9/24/14 15:32,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A668677,NA,1/2/14 18:41,Died,In Kennel,Cat,Unknown,4 months,Domestic Shorthair Mix,Gray Tabby
A614225,Whiskers,3/23/14 18:07,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Schnauzer/Yorkshire Terrier,Sable
A662615,Leo,11/16/13 15:21,Adoption,NA,Dog,Neutered Male,2 years,Pit Bull Mix,Chocolate/White
A665000,NA,10/15/13 13:33,Transfer,Partner,Dog,Intact Male,1 weeks,Australian Cattle Dog Mix,Tan/Brown
A697063,Benjamin,2/17/15 16:36,Return_to_owner,NA,Dog,Neutered Male,1 year,Chesa Bay Retr Mix,Chocolate/White
A692626,Mikey,12/13/14 11:58,Adoption,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A692325,NA,11/18/14 17:28,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Lilac Point
A696286,Shiner,2/2/15 13:02,Return_to_owner,NA,Dog,Spayed Female,4 years,Labrador Retriever Mix,Chocolate/White
A685139,NA,8/7/14 18:09,Adoption,NA,Dog,Spayed Female,3 months,Cavalier Span Mix,White/Black
A691946,Sugar,11/20/14 15:19,Transfer,Partner,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Blue Tabby
A693616,Ditch,12/11/14 17:58,Return_to_owner,NA,Dog,Intact Male,13 years,Labrador Retriever Mix,Yellow
A685617,NA,8/9/14 18:27,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
